,loc_i,loc_j,coupling
0,9120201,6120103,1.08197e-06
1,3120301,6120103,2.60828e-06
2,6120201,6120103,0.00031092303
3,2120403,6120103,1.33097e-06
4,1230114,6120103,8.0599e-07
5,14320103,6120103,5.76841e-06
6,12220101,6120103,1.519878e-05
7,6220103,6120103,2.07629e-06
8,9320102,6120103,2.89038e-06
9,12120202,6120103,2.85798e-06
10,14220203,6120103,1.30726e-06
11,1430112,6120103,3.0642e-07
12,5220102,6120103,8.924e-08
13,7230111,6120103,2.7986e-07
14,12220201,6120103,6.92142e-06
15,7120203,6120103,1.512478e-05
16,12120103,6120103,2.5235e-06
17,7220303,6120103,5.9121e-07
18,1130123,6120103,1.30714e-06
19,6120102,6120103,0.01892942721
20,1230134,6120103,1.50596e-06
21,8220404,6120103,5.191e-07
22,1430115,6120103,2.854e-07
23,1130142,6120103,6.0249e-07
24,2120402,6120103,9.0724e-07
25,12420202,6120103,3.16386e-06
26,7120301,6120103,1.72323e-06
27,1230133,6120103,4.339e-07
28,1320102,6120103,8.0537e-07
29,1130113,6120103,1.32756e-06
30,6120203,6120103,0.00044845423
31,1230124,6120103,1.22976e-06
32,1230113,6120103,6.8047e-07
33,1130122,6120103,1.08824e-06
34,3220205,6120103,5.35538e-06
35,9220301,6120103,0.00226253823
36,9220104,6120103,3.197759e-05
37,9220304,6120103,5.981966e-05
38,1430113,6120103,5.2457e-07
39,8220103,6120103,1.64088e-06
40,8320103,6120103,1.61529e-06
41,1230111,6120103,1.28879e-06
42,3320101,6120103,4.51571e-06
43,12320103,6120103,1.58739e-06
44,1130143,6120103,1.47223e-06
45,1230121,6120103,5.4226e-07
46,4120201,6120103,2.6965e-07
47,7120303,6120103,1.76551e-06
48,6120103,6120103,0.87011009277
49,9120302,6120103,7.6401e-07
50,1130141,6120103,3.7686e-07
51,5120301,6120103,4.4874e-07
52,1130134,6120103,1.9406e-07
53,9120402,6120103,1.340797e-05
54,9120204,6120103,2.96284e-06
55,7230122,6120103,3.6223e-07
56,1230126,6120103,2.2603e-07
57,9120102,6120103,2.505696e-05
58,1130121,6120103,7.4836e-07
59,7320401,6120103,8.56e-08
60,10220304,6120103,5.6657e-07
61,7120302,6120103,4.96595e-06
62,9320202,6120103,6.27584e-06
63,1320103,6120103,1.00951e-06
64,1230131,6120103,2.9305e-07
65,1130115,6120103,5.9014e-07
66,6320103,6120103,3.115847e-05
67,9220103,6120103,0.01807513415
68,3120303,6120103,1.15011e-06
69,7220203,6120103,6.7761e-07
70,9220303,6120103,0.00197425599
71,7220302,6120103,6.8329e-07
72,8220203,6120103,3.4934e-07
73,1320101,6120103,1.9414e-06
74,6220101,6120103,1.121764e-05
75,3320205,6120103,6.4309e-07
76,12220204,6120103,2.738432e-05
77,7230121,6120103,1.1889e-07
78,1130133,6120103,4.9957e-07
79,1230132,6120103,1.87958e-06
80,1230123,6120103,7.0989e-07
81,9220202,6120103,7.9811e-07
82,12420201,6120103,1.52959e-05
83,1130132,6120103,2.2932e-07
84,1130124,6120103,7.2483e-07
85,7320101,6120103,2.6037e-07
86,1130112,6120103,5.1416e-07
87,1230127,6120103,2.20299e-06
88,12320301,6120103,2.30361e-06
89,8320302,6120103,3.43236e-06
90,7120201,6120103,2.3807e-06
91,9220302,6120103,0.0001531392
92,7120202,6120103,2.015625e-05
93,1230135,6120103,1.23824e-06
94,1430111,6120103,1.06579e-06
95,4320103,6120103,9.5685e-07
96,3220201,6120103,3.32942e-06
97,6120301,6120103,6.896548e-05
98,1230125,6120103,5.6509e-07
99,3320201,6120103,8.13935e-06
100,1330112,6120103,1.04673e-06
101,6120202,6120103,6.018127e-05
102,1130126,6120103,2.68e-07
103,9220105,6120103,0.04858834635
104,6320104,6120103,3.42677e-05
105,6220102,6120103,1.829115e-05
106,6220302,6120103,0.0118367804
107,6220304,6120103,0.01794226122
108,12420104,6120103,6.53394e-06
109,6220204,6120103,7.958393e-05
110,1130125,6120103,1.8067e-07
111,12220102,6120103,5.10121e-06
112,1130144,6120103,1.51139e-06
113,9120301,6120103,2.53949e-06
114,9320203,6120103,3.93102e-06
115,7120102,6120103,1.35763e-06
116,8320303,6120103,3.3694e-07
117,6220206,6120103,1.104871e-05
118,4320101,6120103,1.1167e-07
119,1230122,6120103,5.6044e-07
120,1130114,6120103,5.4022e-07
121,1130131,6120103,1.3489e-07
122,12320201,6120103,2.86951e-06
123,3220203,6120103,9.7962e-07
124,1330113,6120103,7.396e-07
125,9220203,6120103,7.62346e-06
126,6120303,6120103,4.503679e-05
127,6120302,6120103,6.61479e-06
128,3220204,6120103,3.330037e-05
129,8220104,6120103,1.50882e-06
130,14120302,6120103,3.42201e-06
131,1430114,6120103,3.8293e-07
132,14220101,6120103,9.5603e-07
133,10120301,6120103,1.0132e-07
134,12320101,6120103,2.16552e-06
135,3220103,6120103,5.74544e-06
136,6220202,6120103,0.00011386746
137,6220203,6120103,1.265765e-05
138,8120204,6120103,7.2647e-07
139,6320101,6120103,0.00055120797
140,2320103,6120103,8.381e-08
141,6220301,6120103,3.246679e-05
142,6320203,6120103,2.214638e-05
143,3220202,6120103,1.597955e-05
144,9320201,6120103,1.527378e-05
145,4320102,6120103,8.7722e-07
146,2120304,6120103,2.958e-07
147,6320201,6120103,6.08148e-06
148,1330111,6120103,2.126e-07
149,9220101,6120103,0.00087031461
150,1230112,6120103,6.5196e-07
151,14120103,6120103,1.89157e-06
152,9120403,6120103,3.375262e-05
153,8220402,6120103,1.581709e-05
154,9120401,6120103,2.07051e-06
155,6220303,6120103,0.0005542446
156,9220201,6120103,1.468813e-05
157,9120104,6120103,1.57744e-06
158,6220205,6120103,1.308588e-05
159,9120201,5220301,3.6066e-07
160,3120301,5220301,1.30414e-06
161,6120201,5220301,1.25891e-06
163,1230114,5220301,1.5352e-07
164,12220101,5220301,1.044916e-05
166,9320102,5220301,2.89038e-06
167,12120202,5220301,2.85798e-06
