,loc_i,loc_j,coupling
0,7320203,7120302,1.59762e-05
1,3120301,7120302,8.301525e-05
2,9320102,7120302,6.69024e-06
3,7320404,7120302,4.523097e-05
4,12220201,7120302,6.20644e-06
5,1230114,7120302,8.34902e-05
6,14320103,7120302,2.38842e-06
7,14320104,7120302,3.33753e-06
8,8120204,7120302,2.491829e-05
9,9120102,7120302,0.00023593368
10,5220303,7120302,3.08266e-06
11,6220103,7120302,7.51275e-06
12,12120202,7120302,2.792521e-05
13,8220301,7120302,3.6784e-06
14,14220203,7120302,1.269007e-05
15,4120202,7120302,7.0218e-07
16,1430111,7120302,9.933054e-05
17,1430112,7120302,4.65829e-05
18,12220204,7120302,9.80085e-06
19,7120101,7120302,0.00014884138
20,10220102,7120302,9.27523e-06
21,7230111,7120302,0.00026968391
22,8120105,7120302,2.07837e-06
23,3320301,7120302,1.75962e-06
24,12120103,7120302,2.712977e-05
25,2120304,7120302,5.67708e-06
26,2320102,7120302,6.91604e-06
27,6220101,7120302,1.493554e-05
28,3320205,7120302,5.47924e-06
29,8120205,7120302,1.477913e-05
30,1130124,7120302,0.00013974015
31,6120102,7120302,7.997185e-05
32,6320201,7120302,1.112743e-05
33,1430115,7120302,3.267867e-05
34,1230125,7120302,4.895446e-05
35,1130142,7120302,0.00011592848
36,4120201,7120302,8.2662e-06
37,7120301,7120302,0.00091534983
38,1230133,7120302,0.00017933399
39,1320102,7120302,0.00029225587
40,6120203,7120302,5.29596e-05
41,3320203,7120302,1.554303e-05
42,1230124,7120302,0.00028772796
43,1230113,7120302,5.513095e-05
44,1130133,7120302,4.457528e-05
45,9220104,7120302,5.418648e-05
46,4120203,7120302,2.70071e-06
47,3320101,7120302,3.062975e-05
48,2120103,7120302,2.11811e-06
49,9120303,7120302,2.445898e-05
50,1430113,7120302,3.305434e-05
51,2220202,7120302,8.66699e-06
52,8220103,7120302,2.30336e-06
53,9120401,7120302,0.00022997103
54,1230111,7120302,6.052221e-05
55,12420201,7120302,8.23988e-06
56,1130144,7120302,3.45707e-05
57,4220202,7120302,5.38653e-06
58,11120103,7120302,5.0859e-07
59,7120302,7120302,0.86189641752
60,12320103,7120302,3.126712e-05
61,8320101,7120302,1.66369e-06
62,8120101,7120302,9.2807e-06
63,3220204,7120302,6.984251e-05
64,12120101,7120302,3.59448e-06
65,6120103,7120302,2.849734e-05
66,1230135,7120302,0.00043915128
67,9220103,7120302,3.373264e-05
68,8120107,7120302,1.547916e-05
69,5120301,7120302,3.03705e-06
70,1130134,7120302,4.251452e-05
