,loc_i,loc_j,coupling
0,7320203,7120302,1.610586e-05
1,3120301,7120302,0.0001004097
2,9320102,7120302,1.301572e-05
3,7320404,7120302,8.171612e-05
4,12220201,7120302,1.023728e-05
5,1230114,7120302,0.00011692244
6,10120103,7120302,2.21445e-06
7,14320103,7120302,5.04017e-06
8,7320202,7120302,9.99051e-06
9,9120102,7120302,0.00033318794
10,2120102,7120302,2.167445e-05
11,6220103,7120302,1.291873e-05
12,6120201,7120302,8.209488e-05
13,12120202,7120302,2.516066e-05
14,1130141,7120302,7.459679e-05
15,14220203,7120302,1.088435e-05
16,3320301,7120302,3.10052e-06
17,10220202,7120302,4.67013e-06
18,5220102,7120302,1.402593e-05
19,7230111,7120302,0.00028713355
20,4120101,7120302,7.7743e-07
21,7220203,7120302,0.00021678778
22,3120303,7120302,6.158346e-05
23,12120103,7120302,2.680698e-05
24,10220302,7120302,2.04817e-06
25,2320102,7120302,4.07217e-06
26,6220101,7120302,2.365232e-05
27,3320205,7120302,0.00020066783
28,8120205,7120302,1.471281e-05
29,1130124,7120302,0.00016574628
30,1130123,7120302,0.00013106471
31,6120102,7120302,0.00011620562
32,1230134,7120302,0.00014460621
33,1430115,7120302,5.752815e-05
34,1130142,7120302,0.00011497052
35,8220303,7120302,1.67624e-06
36,4120201,7120302,5.61743e-06
37,7120301,7120302,0.00115848005
38,1230133,7120302,0.00026721171
39,5320202,7120302,8.28931e-06
40,1320102,7120302,0.00035620197
41,8320304,7120302,6.11905e-06
42,6120203,7120302,9.133948e-05
43,1130111,7120302,0.00094812564
44,1230124,7120302,0.0003478411
45,7120303,7120302,0.01073177151
46,1130133,7120302,5.784828e-05
47,9220301,7120302,8.70856e-06
48,9220104,7120302,9.271815e-05
49,4120203,7120302,4.52686e-06
50,3320101,7120302,6.44956e-05
51,9220304,7120302,3.896653e-05
52,1230127,7120302,0.00065173543
53,6220102,7120302,8.016918e-05
54,8120104,7120302,2.98951e-06
55,3220105,7120302,3.575464e-05
56,1230111,7120302,8.416848e-05
57,12420201,7120302,5.7346e-06
58,4220202,7120302,7.5144e-06
59,5220203,7120302,9.39113e-06
60,11120201,7120302,2.9342e-07
61,12320103,7120302,4.12071e-05
62,1130143,7120302,5.650636e-05
63,8120101,7120302,1.828505e-05
64,6120103,7120302,2.598846e-05
65,12120204,7120302,6.95777e-06
66,9220103,7120302,3.875379e-05
67,7320402,7120302,0.00085026636
68,8320203,7120302,2.29277e-06
69,5120301,7120302,2.04884e-06
70,1130134,7120302,4.741047e-05
71,2120103,7120302,3.72627e-06
72,9120402,7120302,0.0004519482
73,9120204,7120302,0.00017516073
74,1130126,7120302,5.208489e-05
75,7230122,7120302,0.00063231554
76,6120301,7120302,0.00040602859
77,1230126,7120302,0.00010603598
78,7120201,7120302,0.00026203568
79,1130121,7120302,5.913823e-05
80,5120202,7120302,1.345026e-05
81,1430112,7120302,4.797071e-05
82,1230121,7120302,6.022341e-05
83,1130113,7120302,0.00024992062
84,10220304,7120302,5.47549e-06
85,4320102,7120302,1.424972e-05
86,5220301,7120302,3.214065e-05
87,8320301,7120302,4.742647e-05
88,8320403,7120302,2.638884e-05
89,7320405,7120302,2.376731e-05
90,1330112,7120302,0.00154464664
91,7320401,7120302,0.00013807244
92,1130125,7120302,3.684565e-05
93,1230131,7120302,0.00041986526
94,10220104,7120302,4.298764e-05
95,4320103,7120302,7.60156e-06
96,2120301,7120302,6.83129e-06
97,6320204,7120302,6.49638e-06
98,8320302,7120302,1.167059e-05
99,9320201,7120302,3.241439e-05
100,7120302,7120302,0.84008019652
101,8120204,7120302,3.197923e-05
102,3120302,7120302,1.706765e-05
103,1130115,7120302,4.456615e-05
104,1130131,7120302,4.485598e-05
105,7220201,7120302,0.0001416049
106,14120105,7120302,4.54242e-06
107,4220103,7120302,4.14545e-06
108,5220201,7120302,4.93834e-06
109,14120102,7120302,3.50181e-06
110,2320103,7120302,3.2235e-06
111,7220302,7120302,0.00020162837
112,8220203,7120302,5.4285e-07
113,13120101,7120302,3.04107e-06
114,12220101,7120302,6.853374e-05
115,7320102,7120302,0.0001229211
116,5220302,7120302,1.121633e-05
117,2320201,7120302,2.439459e-05
118,1320101,7120302,0.01339466631
119,8120304,7120302,1.114877e-05
120,14220301,7120302,1.18599e-05
121,6220301,7120302,1.833123e-05
122,7220303,7120302,0.00138840707
123,14320105,7120302,1.203076e-05
124,4220101,7120302,6.9604e-07
125,10220103,7120302,1.31061e-06
126,1130114,7120302,8.150006e-05
127,1320103,7120302,0.00015759366
128,6220302,7120302,1.132533e-05
129,3220201,7120302,9.1273e-05
130,12420202,7120302,7.284025e-05
131,1130122,7120302,5.755404e-05
132,12420101,7120302,2.07034e-06
133,4220301,7120302,1.68798e-06
134,7230121,7120302,0.00024159382
135,1230112,7120302,8.525062e-05
136,1230132,7120302,0.00038822829
137,11120102,7120302,7.8121e-07
138,3320102,7120302,1.155949e-05
139,9220202,7120302,0.00030133506
140,8220404,7120302,1.38385e-06
141,5420104,7120302,6.008789e-05
142,1130132,7120302,4.884029e-05
143,6220205,7120302,3.816821e-05
144,3320204,7120302,1.44999e-05
145,2120402,7120302,2.40942e-05
146,7320101,7120302,3.899186e-05
147,4220102,7120302,3.69326e-06
148,12120203,7120302,7.27723e-06
149,9120202,7120302,0.00025870385
150,1130112,7120302,0.00013048029
151,12220204,7120302,1.465828e-05
152,4220402,7120302,2.24092e-06
153,12320301,7120302,1.86562e-06
154,5120302,7120302,3.89488e-06
155,4220401,7120302,2.07325e-06
156,3120103,7120302,5.40421e-06
157,12420104,7120302,4.36106e-06
158,12320303,7120302,1.071432e-05
159,3120204,7120302,5.88443e-05
160,2120104,7120302,5.2759e-06
161,14120201,7120302,1.6015e-06
162,7120202,7120302,0.00209673861
163,1230135,7120302,0.00067055442
164,7320302,7120302,1.271138e-05
165,8320104,7120302,5.74445e-06
166,1430114,7120302,5.704736e-05
167,4120202,7120302,7.456e-07
168,1430111,7120302,9.782108e-05
169,6120302,7120302,1.788689e-05
170,2120401,7120302,2.38306e-06
171,14220303,7120302,2.807954e-05
172,3320201,7120302,7.606565e-05
173,10120203,7120302,2.82107e-06
174,9320101,7120302,1.443762e-05
175,9120203,7120302,0.00020825276
176,6120202,7120302,3.357031e-05
177,1430113,7120302,4.924541e-05
178,10220301,7120302,5.56114e-06
179,7220102,7120302,0.014717477
180,12320101,7120302,3.842401e-05
181,5220101,7120302,3.614622e-05
182,9120302,7120302,0.00011260891
183,7120203,7120302,0.00122443363
184,9120303,7120302,1.923969e-05
185,7220301,7120302,0.00022256519
186,6220204,7120302,1.254529e-05
187,1230113,7120302,8.365097e-05
188,12220102,7120302,4.44579e-06
189,11220202,7120302,3.9451e-07
190,3120203,7120302,8.086824e-05
191,9120301,7120302,8.781173e-05
192,3320202,7120302,6.6672e-06
193,12120101,7120302,4.72106e-06
194,9320203,7120302,2.509862e-05
195,6320101,7120302,0.00010311787
196,7320103,7120302,3.413031e-05
197,7120102,7120302,0.00052644028
198,7220202,7120302,0.00015491512
199,3220205,7120302,4.351123e-05
