loc_i,loc_j,coupling force
7320203,7120302,1.610586e-05
3120301,7120302,0.0001004097
9320102,7120302,1.301572e-05
7320404,7120302,8.171612e-05
12220201,7120302,1.023728e-05
1230114,7120302,0.00011692244
10120103,7120302,2.21445e-06
14320103,7120302,5.04017e-06
7320202,7120302,9.99051e-06
9120102,7120302,0.00033318794
2120102,7120302,2.167445e-05
6220103,7120302,1.291873e-05
6120201,7120302,8.209488e-05
12120202,7120302,2.516066e-05
1130141,7120302,7.459679e-05
14220203,7120302,1.088435e-05
3320301,7120302,3.10052e-06
10220202,7120302,4.67013e-06
5220102,7120302,1.402593e-05
7230111,7120302,0.00028713355
4120101,7120302,7.7743e-07
7220203,7120302,0.00021678778
3120303,7120302,6.158346e-05
12120103,7120302,2.680698e-05
10220302,7120302,2.04817e-06
2320102,7120302,4.07217e-06
6220101,7120302,2.365232e-05
3320205,7120302,0.00020066783
8120205,7120302,1.471281e-05
1130124,7120302,0.00016574628
1130123,7120302,0.00013106471
6120102,7120302,0.00011620562
1230134,7120302,0.00014460621
1430115,7120302,5.752815e-05
1130142,7120302,0.00011497052
8220303,7120302,1.67624e-06
4120201,7120302,5.61743e-06
7120301,7120302,0.00115848005
1230133,7120302,0.00026721171
5320202,7120302,8.28931e-06
1320102,7120302,0.00035620197
8320304,7120302,6.11905e-06
6120203,7120302,9.133948e-05
1130111,7120302,0.00094812564
1230124,7120302,0.0003478411
7120303,7120302,0.01073177151
1130133,7120302,5.784828e-05
9220301,7120302,8.70856e-06
9220104,7120302,9.271815e-05
4120203,7120302,4.52686e-06
3320101,7120302,6.44956e-05
9220304,7120302,3.896653e-05
1230127,7120302,0.00065173543
6220102,7120302,8.016918e-05
8120104,7120302,2.98951e-06
3220105,7120302,3.575464e-05
1230111,7120302,8.416848e-05
12420201,7120302,5.7346e-06
4220202,7120302,7.5144e-06
5220203,7120302,9.39113e-06
11120201,7120302,2.9342e-07
12320103,7120302,4.12071e-05
1130143,7120302,5.650636e-05
8120101,7120302,1.828505e-05
6120103,7120302,2.598846e-05
12120204,7120302,6.95777e-06
9220103,7120302,3.875379e-05
7320402,7120302,0.00085026636
8320203,7120302,2.29277e-06
5120301,7120302,2.04884e-06
1130134,7120302,4.741047e-05
2120103,7120302,3.72627e-06
9120402,7120302,0.0004519482
9120204,7120302,0.00017516073
1130126,7120302,5.208489e-05
7230122,7120302,0.00063231554
6120301,7120302,0.00040602859
1230126,7120302,0.00010603598
7120201,7120302,0.00026203568
1130121,7120302,5.913823e-05
5120202,7120302,1.345026e-05
1430112,7120302,4.797071e-05
1230121,7120302,6.022341e-05
1130113,7120302,0.00024992062
10220304,7120302,5.47549e-06
4320102,7120302,1.424972e-05
5220301,7120302,3.214065e-05
8320301,7120302,4.742647e-05
8320403,7120302,2.638884e-05
7320405,7120302,2.376731e-05
1330112,7120302,0.00154464664
7320401,7120302,0.00013807244
1130125,7120302,3.684565e-05
1230131,7120302,0.00041986526
10220104,7120302,4.298764e-05
4320103,7120302,7.60156e-06
2120301,7120302,6.83129e-06
