loc_i,loc_j,coupling force
7320203,7120302,0.000235416
3120301,7120302,0.0004794272
9320102,7120302,4.97352e-05
7320404,7120302,0.0003504825
12220201,7120302,5.3309e-05
1230114,7120302,0.0007263221
14320103,7120302,0.0003015378
14320104,7120302,0.0002290211
8120204,7120302,0.0005778172
9120102,7120302,0.0010973639
5220303,7120302,1.17608e-05
8220202,7120302,2.04583e-05
6220103,7120302,0.000438262
10220201,7120302,2.52736e-05
12120202,7120302,0.0002470428
8220301,7120302,5.76755e-05
14220203,7120302,0.0003356068
4120202,7120302,3.2633e-06
1430111,7120302,0.0006320729
1430112,7120302,0.0005953399
12220204,7120302,0.0003274126
7120101,7120302,0.0018632121
10220102,7120302,0.00044393
7230111,7120302,0.0019031514
8120105,7120302,2.83495e-05
12120103,7120302,0.0003653552
2120304,7120302,0.0002596448
6220101,7120302,0.0008411257
3320205,7120302,0.0002488603
8120205,7120302,0.0016938111
1130124,7120302,0.0011858302
6120102,7120302,0.0003459263
6320201,7120302,0.000365839
1430115,7120302,0.0005615084
1230125,7120302,0.0004409658
1130142,7120302,0.0008711125
4120201,7120302,0.0001334779
7120301,7120302,0.0030014828
1230133,7120302,0.000874559
12420101,7120302,6.78979e-05
1320102,7120302,0.001092842
8320304,7120302,2.14496e-05
6120203,7120302,0.0008329402
3320203,7120302,2.35311e-05
1230124,7120302,0.0009409329
1230113,7120302,0.0007134337
1130133,7120302,0.0005119785
9220104,7120302,0.0002780913
4120203,7120302,0.000220221
3320101,7120302,0.0001365157
2120103,7120302,0.0003733507
9120303,7120302,0.0007187207
1430113,7120302,0.000865594
8220304,7120302,4.86784e-05
2220202,7120302,0.0005399933
8220103,7120302,5.03899e-05
9120401,7120302,0.0020870084
3120201,7120302,0.0002438727
1230111,7120302,0.0005861114
12420201,7120302,0.0004109476
1130144,7120302,0.0004428122
4220202,7120302,0.0001383047
11120103,7120302,7.28194e-05
5220203,7120302,0.000361019
11120201,7120302,0.00013781
7120302,7120302,0.7562969922
12320103,7120302,0.0006248199
8320101,7120302,0.0001847979
8120101,7120302,4.32451e-05
3220204,7120302,0.0006363521
12120101,7120302,0.0003833394
6120103,7120302,0.0008767947
1230135,7120302,0.001150864
9220103,7120302,0.0006314931
5120301,7120302,0.0001742958
1130134,7120302,0.0009732105
9120402,7120302,0.0007376559
10320302,7120302,0.0002669206
9120204,7120302,0.0006496721
8220102,7120302,9.52402e-05
5220102,7120302,0.0001764199
7220303,7120302,0.0035370844
7230122,7120302,0.0024837762
6120301,7120302,0.0002204609
1230126,7120302,0.0007663757
9220105,7120302,6.70421e-05
1130121,7120302,0.0009432477
5120202,7120302,3.09363e-05
1230121,7120302,0.0004608198
1130113,7120302,0.0016285206
10220304,7120302,0.0001538007
8320301,7120302,0.0001167289
8320403,7120302,0.0001355289
7320405,7120302,0.000864491
1330112,7120302,0.0029998532
7320401,7120302,0.0006382123
1320103,7120302,0.0007315609
1230134,7120302,0.0006825863
1230131,7120302,0.0012094471
10220104,7120302,3.31287e-05
1130115,7120302,0.0007487419
