loc_i,loc_j,coupling force
9120201,6120103,2.82204e-05
7320203,6120103,1.17578e-05
12320101,6120103,4.92117e-05
3120301,6120103,0.00021002
6120201,6120103,0.001867823
7320404,6120103,2.60482e-05
12220201,6120103,0.0001848953
1230114,6120103,0.000151223
1130113,6120103,0.0001274181
8320303,6120103,3.9526e-05
6220103,6120103,0.0006126184
9320102,6120103,8.07494e-05
12120202,6120103,4.97663e-05
3320101,6120103,0.0001712655
12220203,6120103,0.0001460402
8220304,6120103,6.10995e-05
12220204,6120103,0.0007672483
1230121,6120103,6.85444e-05
7230111,6120103,3.49576e-05
8120105,6120103,0.0005383097
4220402,6120103,1.16325e-05
3320301,6120103,0.0001088906
12120103,6120103,0.000184416
6220101,6120103,0.0007084797
3320205,6120103,0.0001077382
1130124,6120103,8.9301e-05
6120102,6120103,0.0267218247
6120301,6120103,0.0006910438
9120402,6120103,0.0002392462
1430115,6120103,3.04223e-05
1130142,6120103,0.0002018972
5220101,6120103,7.10606e-05
2120402,6120103,0.0001227365
7120301,6120103,0.0001049095
1230133,6120103,0.0001887396
9220202,6120103,0.000751551
6120203,6120103,0.0027460115
1230124,6120103,2.87808e-05
1230113,6120103,0.0001767631
2120102,6120103,0.0001520858
9220301,6120103,0.0024195298
9220104,6120103,0.0004235811
4120203,6120103,7.46943e-05
8120107,6120103,0.0002865466
9120303,6120103,0.0002516537
1430113,6120103,6.9253e-06
8120104,6120103,5.9657e-05
8320103,6120103,0.0006080292
1230111,6120103,0.0002112874
12420201,6120103,2.09218e-05
4220202,6120103,4.1933e-06
8220303,6120103,8.5009e-05
11120201,6120103,1.88064e-05
1230127,6120103,8.80497e-05
12320103,6120103,0.0002632474
7120302,6120103,0.0001146206
1130143,6120103,0.000315123
4120201,6120103,4.60671e-05
12120101,6120103,0.0001065675
7120303,6120103,6.25866e-05
6120103,6120103,0.6878398286
9220103,6120103,0.0180022129
8320203,6120103,0.0001746138
5120301,6120103,1.44744e-05
1130134,6120103,4.36491e-05
9120204,6120103,0.0002426555
7120102,6120103,8.07148e-05
5220102,6120103,5.28721e-05
7220303,6120103,3.89365e-05
7230122,6120103,2.8394e-05
9120102,6120103,0.000330067
6220302,6120103,0.0124905531
7120202,6120103,0.0001190893
1130121,6120103,8.38489e-05
1430112,6120103,7.07883e-05
10220304,6120103,6.14559e-05
6220206,6120103,0.0003298289
1330112,6120103,4.18583e-05
14220203,6120103,9.94728e-05
7320401,6120103,2.83794e-05
1320103,6120103,0.000306384
1230134,6120103,9.4852e-05
1230131,6120103,4.14691e-05
1130115,6120103,0.0001492482
10120301,6120103,4.03242e-05
6320204,6120103,0.0001040078
1130123,6120103,7.41068e-05
7220202,6120103,4.4352e-06
9320101,6120103,0.0001804344
11220101,6120103,5.31747e-05
5420103,6120103,0.0001697073
3120303,6120103,8.70242e-05
7220203,6120103,2.0107e-05
7220201,6120103,1.8284e-05
9220303,6120103,0.0043842991
8320402,6120103,9.974e-06
6320202,6120103,0.0006976663
8220203,6120103,5.50381e-05
7120203,6120103,0.0001435704
5420202,6120103,0.0001785054
7320103,6120103,1.82e-05
1320101,6120103,5.18031e-05
12420101,6120103,0.0005945602
8220402,6120103,0.0032477067
12320302,6120103,6.37531e-05
2120103,6120103,6.7471e-06
1130144,6120103,0.0005380719
3220201,6120103,0.0010312113
1130122,6120103,0.0001584808
1230112,6120103,0.0001099119
1130133,6120103,0.0001516121
1230132,6120103,0.0001193306
1230123,6120103,7.88979e-05
12220202,6120103,0.0003458595
8220404,6120103,1.3085e-05
10320204,6120103,8.29772e-05
12420102,6120103,0.0004636626
5420104,6120103,5.43117e-05
1130132,6120103,6.48563e-05
3220204,6120103,0.001140208
7320101,6120103,4.1938e-06
13120101,6120103,6.5274e-05
1230122,6120103,0.0001169258
9120202,6120103,1.72285e-05
1130112,6120103,5.44853e-05
5120302,6120103,1.63784e-05
7120201,6120103,0.0004120222
3120103,6120103,0.0001716116
5120303,6120103,1.1576e-06
9220101,6120103,0.0034784005
2320103,6120103,2.11142e-05
1320102,6120103,0.0001010037
9220302,6120103,0.0014994448
14320103,6120103,0.000167369
5420204,6120103,4.16051e-05
8320104,6120103,0.0002371439
12220101,6120103,0.0007097007
1430111,6120103,0.0002134861
10220302,6120103,4.1475e-05
6320103,6120103,0.002251146
2120401,6120103,8.59374e-05
8120101,6120103,0.0001825051
6220202,6120103,0.0017113113
14220303,6120103,0.0001388607
1130131,6120103,6.33481e-05
10120203,6120103,0.0001154574
13320102,6120103,4.78916e-05
6220203,6120103,0.0004797232
6120202,6120103,0.0016917802
1130126,6120103,8.78091e-05
9220105,6120103,0.0304557866
6120303,6120103,0.0007538389
12320201,6120103,3.31173e-05
7220102,6120103,4.96681e-05
14120203,6120103,9.3077e-06
4220301,6120103,6.4266e-06
9120301,6120103,0.000412993
5320202,6120103,8.32276e-05
14320102,6120103,2.37456e-05
8220103,6120103,9.49206e-05
1330111,6120103,1.94825e-05
12220102,6120103,5.15703e-05
7230121,6120103,2.73038e-05
5120201,6120103,2.69016e-05
4220101,6120103,2.03813e-05
3320202,6120103,0.0013685069
6220102,6120103,0.0005458375
11120203,6120103,1.72048e-05
9220201,6120103,0.0003516549
1230135,6120103,0.0002284375
8220403,6120103,0.0001811725
9320203,6120103,0.000351725
6320101,6120103,0.0016646257
10120104,6120103,0.0001011199
3220202,6120103,0.0057855722
7220101,6120103,5.1506e-06
12120204,6120103,0.0004084669
6320102,6120103,0.0006696802
1130114,6120103,6.89488e-05
7320403,6120103,5.95829e-05
11120102,6120103,1.42607e-05
2320201,6120103,6.53911e-05
1130141,6120103,0.0001258478
7220301,6120103,0.0002070495
3120203,6120103,8.27529e-05
1430114,6120103,0.0001684191
14220104,6120103,0.0003162426
9220304,6120103,0.0007339691
9120103,6120103,0.0001863045
4320101,6120103,3.69876e-05
11120202,6120103,3.12651e-05
3320302,6120103,2.50878e-05
1230126,6120103,0.0001086486
3320105,6120103,0.0010784749
8220302,6120103,5.73707e-05
12420202,6120103,0.0001981633
14120101,6120103,2.80034e-05
3320102,6120103,0.0002739458
2120304,6120103,2.85913e-05
5320401,6120103,3.04025e-05
4120101,6120103,7.6397e-06
4320103,6120103,7.16053e-05
8220401,6120103,0.0023647487
14220103,6120103,0.0005159276
3120202,6120103,0.0005983105
9320202,6120103,0.0007041262
4220201,6120103,2.84621e-05
6220204,6120103,0.0019325304
1330113,6120103,7.13954e-05
10320303,6120103,2.962e-05
8220104,6120103,0.0002601563
14220101,6120103,0.0001703704
8320201,6120103,0.0002345589
12120102,6120103,3.59855e-05
2120403,6120103,2.05288e-05
8320202,6120103,6.7995e-06
4220403,6120103,6.9473e-06
7320304,6120103,4.45583e-05
6220304,6120103,0.0185041055
8220102,6120103,7.37241e-05
8120102,6120103,0.0001013029
8220201,6120103,0.0001887488
8120303,6120103,5.38859e-05
10220102,6120103,0.0001735032
14220301,6120103,0.0001019232
8120204,6120103,8.2007e-06
10120202,6120103,0.0021160686
1230125,6120103,7.41127e-05
11220201,6120103,3.03532e-05
7220204,6120103,2.54741e-05
2220202,6120103,1.52668e-05
5420101,6120103,3.71833e-05
9120401,6120103,0.0001387984
6120302,6120103,0.0002471365
3220203,6120103,8.43542e-05
6220301,6120103,0.0025422106
6320203,6120103,0.0005404237
6220205,6120103,0.0004200458
9120403,6120103,0.0001260902
5320201,6120103,2.90343e-05
2120303,6120103,1.59377e-05
2120201,6120103,8.2871e-06
9220203,6120103,0.0002474524
9120302,6120103,0.0001834258
8320401,6120103,6.94525e-05
13320203,6120103,6.4925e-06
3120304,6120103,0.0001788695
6320104,6120103,0.0056651492
11220103,6120103,2.08309e-05
9320201,6120103,0.0006968371
8220301,6120103,2.72784e-05
6220303,6120103,0.0022568786
7120101,6120103,0.0005570192
14320303,6120103,7.612e-06
1130125,6120103,5.97578e-05
6320201,6120103,0.0004982329
9120104,6120103,0.0002138562
10320203,6120103,1.32149e-05
14220302,6120103,0.0001275727
10320302,6120103,0.0001955691
11220102,6120103,2.0703e-06
8320403,6120103,5.33248e-05
2220101,6120103,4.45578e-05
5120102,6120103,0.0012075674
13320201,6120103,8.50033e-05
9120201,7120201,0.0261941448
7320203,7120201,0.0035861258
12320101,7120201,0.0060591894
3120301,7120201,0.0002371193
6120201,7120201,0.0006605501
7320404,7120201,0.0008647995
12220201,7120201,0.000875171
1230114,7120201,0.0009798793
1130113,7120201,0.0005916885
8320303,7120201,0.0003122557
6220103,7120201,0.0035531868
9320102,7120201,0.0011203973
12120202,7120201,0.0020006071
3320101,7120201,0.0006089439
12220203,7120201,0.0013352249
8220304,7120201,0.0004582461
12220204,7120201,0.0069839271
