loc_i,loc_j,coupling force
9120201,6120103,5.00093e-05
7320203,6120103,1.4659e-05
12320101,6120103,3.86781e-05
3120301,6120103,0.0001603204
6120201,6120103,0.0014060695
7320404,6120103,8.75642e-05
12220201,6120103,0.0001975182
1230114,6120103,0.000123602
1130113,6120103,7.90265e-05
8320303,6120103,3.49499e-05
5220303,6120103,2.0174e-06
6220103,6120103,0.0006414588
9320102,6120103,6.22054e-05
12120202,6120103,8.6489e-05
3320101,6120103,7.3668e-05
12220203,6120103,0.0001170949
8220304,6120103,7.91532e-05
12220204,6120103,0.000600477
1230121,6120103,5.4218e-05
7230111,6120103,1.90092e-05
8120105,6120103,0.0004555863
4220402,6120103,3.07593e-05
3320301,6120103,8.86677e-05
12120103,6120103,0.0001451692
6220101,6120103,0.0005657914
3320205,6120103,7.34818e-05
1130124,6120103,5.92013e-05
6120102,6120103,0.024291815
6120301,6120103,0.0009311732
9120402,6120103,0.0001930343
1430115,6120103,2.57303e-05
1130142,6120103,0.0001220574
5220101,6120103,4.26257e-05
2120402,6120103,0.000112707
7120301,6120103,6.47616e-05
1230133,6120103,0.0001409184
9220202,6120103,0.0004553395
8320304,6120103,2.5332e-06
6120203,6120103,0.0022575341
3320203,6120103,4.9968e-06
1230124,6120103,3.25366e-05
1230113,6120103,0.0001246302
2120102,6120103,0.000472434
9220301,6120103,0.0021716114
9220104,6120103,0.0004299206
4120203,6120103,3.55036e-05
8120107,6120103,0.0004015189
9120303,6120103,0.0001838358
1430113,6120103,8.5764e-06
8120104,6120103,3.59041e-05
8320103,6120103,0.0004043985
3120201,6120103,1.29349e-05
1230111,6120103,0.0001261767
12420201,6120103,1.57613e-05
4220202,6120103,5.9712e-06
8220303,6120103,9.5721e-05
11120201,6120103,2.62009e-05
1230127,6120103,4.67071e-05
12320103,6120103,0.0001521108
8220405,6120103,4.3052e-06
7120302,6120103,9.82255e-05
1130143,6120103,0.0001770361
4120201,6120103,5.781e-05
12120101,6120103,0.000137541
7120303,6120103,4.04843e-05
6120103,6120103,0.6258363041
9220103,6120103,0.0176439699
