loc_i,loc_j,coupling force
7320203,7120302,0.0001509583
3120301,7120302,0.0005310331
9320102,7120302,0.0002549424
7320404,7120302,0.0006835442
12220201,7120302,0.0003138138
1230114,7120302,0.0008095081
10120103,7120302,0.0001101057
14320103,7120302,3.50825e-05
14320104,7120302,0.0001166475
7320202,7120302,0.0001851572
9120102,7120302,0.0005162916
2120102,7120302,0.0002107308
8220202,7120302,1.8662e-06
6220103,7120302,0.0003254121
6120201,7120302,0.0004768963
12120202,7120302,0.0001879516
1130141,7120302,0.0007297967
14220203,7120302,0.0001241819
3320301,7120302,2.85246e-05
8220304,7120302,7.0566e-06
10220202,7120302,0.0007814669
5220102,7120302,0.0003249383
7230111,7120302,0.001448248
12320202,7120302,0.0001378501
4120101,7120302,0.0002498902
7220203,7120302,0.0010651403
3120303,7120302,0.0002634927
12120103,7120302,0.000405025
10220302,7120302,8.13622e-05
2320102,7120302,4.62676e-05
6220101,7120302,0.0005780521
3320205,7120302,0.0003328263
8120205,7120302,0.0003810758
1130124,7120302,0.0009886224
1130123,7120302,0.0006117167
6120102,7120302,0.0003292745
1230134,7120302,0.0008613739
1430115,7120302,0.0003936502
1130142,7120302,0.0007493214
8220303,7120302,8.4539e-06
4120201,7120302,9.92574e-05
7120301,7120302,0.0046973737
11320103,7120302,0.0003341058
1230133,7120302,0.0012889308
5320202,7120302,0.0001493134
1320102,7120302,0.0013105302
8320304,7120302,5.26284e-05
3220102,7120302,3.92295e-05
6120203,7120302,0.0005973862
3320203,7120302,0.0001728994
1130111,7120302,0.002459019
1230124,7120302,0.0009520255
14120301,7120302,8.24943e-05
5320101,7120302,9.7105e-05
7120303,7120302,0.0135662636
1130133,7120302,0.000583293
9220301,7120302,0.0001193699
9220104,7120302,0.0009363968
4120203,7120302,0.0001527023
3320101,7120302,0.0001717992
9220304,7120302,0.00105679
1230127,7120302,0.0018179959
10220303,7120302,1.51978e-05
6220102,7120302,0.0008294243
8120104,7120302,0.0004503832
3220105,7120302,0.0003672171
4220201,7120302,0.0003225171
13220201,7120302,0.000569953
1230111,7120302,0.0008586183
12420201,7120302,5.53012e-05
4220202,7120302,0.0001063343
11120103,7120302,5.51563e-05
5220203,7120302,0.0002462178
11120201,7120302,7.91409e-05
12320103,7120302,0.000394953
1130143,7120302,0.0005887446
8120101,7120302,0.0002472477
6120103,7120302,0.0002566926
12120204,7120302,0.0002639455
9220103,7120302,0.0003612576
7320402,7120302,0.0020034708
8320203,7120302,4.10358e-05
5320102,7120302,3.4863e-05
5120301,7120302,7.01152e-05
1130134,7120302,0.0005636919
2120103,7120302,0.0002038252
9120402,7120302,0.0008102886
9120204,7120302,0.0006330555
1130126,7120302,0.0005654652
14320201,7120302,0.000110948
8220102,7120302,7.29976e-05
7230122,7120302,0.0031623045
6120301,7120302,0.0003871657
1230126,7120302,0.000885089
7120201,7120302,0.0021237349
1130121,7120302,0.0007702209
5120202,7120302,4.48065e-05
1430112,7120302,0.0005659216
1230121,7120302,0.0005306701
1130113,7120302,0.0013014411
10220304,7120302,0.0001764424
4320102,7120302,0.0002258733
5220301,7120302,0.0012382225
8320301,7120302,0.000400624
8320403,7120302,0.0001400823
7320405,7120302,0.0005845996
1330112,7120302,0.0033463134
7320401,7120302,0.0008417306
1130125,7120302,0.0005438375
1230131,7120302,0.0013667845
10220104,7120302,0.0001638028
4320103,7120302,4.15451e-05
2120301,7120302,0.0002871792
10120302,7120302,0.0001036408
6320204,7120302,0.0011414398
8320302,7120302,6.49551e-05
9320201,7120302,5.12847e-05
7120302,7120302,0.694285979
8120204,7120302,0.0002388681
8120105,7120302,0.0001522959
3120302,7120302,0.0002472789
1130115,7120302,0.0007835345
1130131,7120302,0.0006828257
7220201,7120302,0.0009057257
14120105,7120302,0.0004946985
4220103,7120302,1.79247e-05
